SID_MARCHE;ID_MARCHE;DS_MARCHE;SID_CATEGORIE;ID_CATEGORIE;DS_CATEGORIE;SID_FAMILLE;ID_FAMILLE;DS_FAMILLE
240;80;"BRICOLAGE TRAVAUX";1647;724;"PREPARATION ET REVETEMENT";7692;5906;"PEINTURE BOISERIES"
184;900;"SELF-DISCOUNT";2061;978;"SD FROMAGE";9810;9312;"SD FROMAGE CHAUD"
173;99;"TRAITEUR STAND";2689;671;"RETRAIT E COMMERCE";13650;7976;"RETRAIT E COMMERCE"
141;75;"IMAGE";1521;377;"LECTEUR DVD SALON";9869;1328;"LECTEUR SALON DVD"
135;27;"ENFANT MODE";1434;823;"BAIN FILLE";12164;6377;"PAREO/ROBE PLAGE"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";9475;9706;"*MP PORC TERROIR"
137;34;"BEBE LAYETTE";1469;875;"CONFECTION BEBE FILLE";10509;1623;"LEGGING LONG"
133;12;"HOMME MODE";1412;826;"SPORT DETENTE";6605;1010;"PANTALON JOGGING"
210;40;"POISSONNERIE STAND";2462;838;"PE DECOUPES DE POISSON";11632;4584;"DECOUPE POISSON AVEC ARETES PE"
156;107;"ECOLIER BUREAU";1761;493;"ARTICLES ECOLIERS";8418;4705;"SURLIGNEURS"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10402;305;"INCONNUS KS - FRUITS ET LEGUME"
246;96;"HYGIENE";1822;122;"COIFFANTS";13284;7605;"AUTRES COIFFANTS"
143;93;"COMMUNICATION";1543;175;"TELEPHONIE RESIDENTIELLE";9903;1259;"TEL RESIDENTIELLE SANS FIL"
211;42;"FLEURS ET PLANTES";2042;408;"PLANTES";11807;5085;"BULBES"
144;104;"GROS ELECTRO";2249;399;"VENTILATEUR";10783;2078;"VENTILATEUR BRASSEUR D'AIR"
172;98;"VOLAILLE";2405;553;"GRILLADES VOLAILLE";11373;3950;"GRILLADE VOLAILLE BIO"
197;176;"JEUX VIDEO";2153;44;"ACCESSOIRES DE JEUX VIDEO";12646;6924;"STOCKAGE DE DONNEES"
148;53;"AUTO MOTO";1670;782;"PRODUITS D'ENTRETIEN AUTO";7846;5379;"LAVE GLACE"
169;219;"PARAPHARMACIE";2644;518;"HYGIENE BUCCO-DENTAIRE";13392;7718;"NETTOY. ET FIX. APPA. DENT."
176;128;"PATISSERIE";1949;465;"DESSERTS";11431;4214;"PETITS GATEAUX AU CHOCOLAT"
220;35;"ACTIVITES MANUELLES";2550;185;"PAPIERS";11975;6187;"PAPIER SPECIFIQUE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2632;475;"PAIN PRECUITS LS";13167;7465;"PAINS PRECUITS"
199;33;"BEAUTE PEM";2234;539;"AUTRES SOINS CORPS ET VISAGE";11062;3576;"DEPOT VENTE SOIN DU CORPS"
146;218;"MULTIMEDIA";2291;264;"MULTIMEDIA LOGICIEL";12283;6496;"BUREAUTIQUE"
163;70;"BEAUTE PARFUMERIE";1833;124;"COTONS ET LINGETTES";8756;1161;"LINGETTES"
166;115;"ALCOOLS ET BIERES";2102;533;"COCKTAILS";8830;197;"SUCRE"
160;63;"ENTRETIEN DE LA MAISON";2649;540;"NETTOYANTS SANITAIRES";13434;7760;"FOSSE SEPTIQUE"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2568;223;"PRODUIT HYGIENE ET SOLAIRE BB";12092;6304;"TALC"
170;90;"FROMAGE STAND";1903;945;"VA PATE DURE";13540;7866;"VA PARMESAN ET ASSIMILES"
239;74;"EPICERIE SALEE DU QUOTIDIEN";2508;16;"PRODUITS DU MONDE";11815;6010;"TROPIQUES QUOTIDIEN"
158;61;"EPICERIE SALEE FAIT MAISON";1793;633;"HUILES ET VINAIGRES";8588;629;"HUILE ARACHIDE"
183;188;"FRUITS ET LEGUMES FRAIS";2037;968;"POMME DE TERRE";9650;407;"PDT FRITE PUREE POTAGE"
196;32;"FEMME DESSOUS";1451;263;"NUIT";10683;1480;"HAUT PYJAMA"
157;113;"BIJOUTERIE";1775;83;"BIJOUX HOMME";8505;4822;"PENDENTIF OR HOMME"
174;125;"CREMERIE";2608;362;"ULTRA FRAIS SANTE";12808;7093;"ULTRA FRAIS SANTE BIO"
223;49;"LIBRAIRIE";1687;480;"LIBRAIRIE JEUNESSE";7953;9910;"S'AMUSER STICKER GOMMETTE"
152;101;"MUSIQUE VIDEO";1707;509;"BLU RAY";8052;263;"BR VIDEO MUSICALE"
242;86;"DECO DE LA MAISON";1591;730;"DECO DE LA FENETRE";7381;7351;"EMBRASE ET ACCESSOIRE"
136;31;"FEMME MODE";1441;447;"CODIFICATION EXCEPTIONNELLE";6689;1048;"CODIFICATION EXCEPTIONNELLE"
244;89;"EPICERIE SUCREE GOURMANDE";1872;653;"CHOCOLAT SAISONNIER";10001;1446;"OEUF FLAMME"
198;30;"CUISINE PEM";2326;48;"CUISSON QUOTIDIENNE ELECTRIQUE";10828;2297;"CUISSON VAPEUR"
171;97;"TRAITEUR LS";1914;933;"APERO RECEPTION";12780;7065;"OLIVES"
219;20;"VINS";2146;65;"BLANCS";10174;1755;"BLL BLANCS AOP CORSE"
155;106;"CUISINE";1750;412;"POELES";8321;4009;"POELES GAZ ELEC VITRO INDU"
175;126;"FROMAGE LS";2181;97;"FROMAGE COEUR DE REPAS";12867;7153;"CREME ET CANCOILLOTTE"
178;177;"CHARCUTERIE LS";2618;395;"VIANDE ET ROTI CUITS";12901;7187;"ROTI TRANCHE DE VOLAILLE"
179;178;"CHARCUTERIE STAND";2698;713;"VA VIANDE ET ROTI CUITS";13714;8047;"VA AUTRE PIECE CUITE"
153;102;"JEUX ET JOUETS";1714;457;"JOUETS GARCONS";8117;4570;"FIGURINES ACTION"
240;80;"BRICOLAGE TRAVAUX";1647;724;"PREPARATION ET REVETEMENT";7671;5934;"DECAPANTS PEINTURE"
184;900;"SELF-DISCOUNT";2051;952;"SD CHARCUTERIE";9764;9273;"SD JAMBON/ SAUCISSON SEC"
173;99;"TRAITEUR STAND";2685;620;"FE PATE FRAICHE/ACCOMPAGNEMENT";13623;7949;"FE AIDE CULINAIRE"
141;75;"IMAGE";1524;756;"CODIFICATION EXCEPTIONNELLE";7018;7561;"CODIFICATION EXCEPTIONNELLE"
135;27;"ENFANT MODE";1434;823;"BAIN FILLE";12162;6375;"MAILLOT 2 PIECES"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";9476;9724;"*MP PORC BIO"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10444;1522;"CARDIGAN M.C OU SANS MANCHES"
133;12;"HOMME MODE";1391;232;"JEAN";12129;6342;"JEAN AUTRES FORMES"
210;40;"POISSONNERIE STAND";2469;861;"PE CALAMARS ET CEPHALOPODES";11645;4644;"CALAMARS ET CEPHALOPODES PE"
156;107;"ECOLIER BUREAU";1761;493;"ARTICLES ECOLIERS";12607;6871;"CORRECTEURS"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10361;64;"INCONNUS KS - ARTICLES DE TABL"
246;96;"HYGIENE";1822;122;"COIFFANTS";13286;7607;"CREME COIFFANTE"
143;93;"COMMUNICATION";2098;699;"PACK ABONNEMENT";10923;2344;"PACK ABO SMARTPHONE BOUYGUES T"
211;42;"FLEURS ET PLANTES";2042;408;"PLANTES";9680;9024;"PLANTES FLEURIES AUTRES"
144;104;"GROS ELECTRO";2249;399;"VENTILATEUR";10784;2077;"VENTILATEUR COLONNE"
172;98;"VOLAILLE";2405;553;"GRILLADES VOLAILLE";9202;4025;"ASSORTIMENTS A GRILLER"
197;176;"JEUX VIDEO";1724;900;"LOGICIELS";10344;5621;"DEMATERIALISATION PC TX PLEIN"
148;53;"AUTO MOTO";1670;782;"PRODUITS D'ENTRETIEN AUTO";12707;6992;"LIQUIDE DE REFROIDISSEMENT"
169;219;"PARAPHARMACIE";1897;318;"ENTRETIEN DE SA SILHOUETTE";9102;891;"COSMETO TEXTILE"
176;128;"PATISSERIE";1949;465;"DESSERTS";11425;4191;"TARTES AUX FRUITS"
220;35;"ACTIVITES MANUELLES";2550;185;"PAPIERS";11976;6188;"PAPIER DE SOIE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2632;475;"PAIN PRECUITS LS";13166;7464;"PAIN BIO"
199;33;"BEAUTE PEM";2234;539;"AUTRES SOINS CORPS ET VISAGE";11061;3575;"ACC CONSO SOIN CORPS ET VISAGE"
146;218;"MULTIMEDIA";2291;264;"MULTIMEDIA LOGICIEL";12284;6497;"LOISIRS ET CREATION"
163;70;"BEAUTE PARFUMERIE";1833;124;"COTONS ET LINGETTES";13337;7661;"COTON-TIGES"
166;115;"ALCOOLS ET BIERES";2102;533;"COCKTAILS";10163;1745;"CREMES LIQUEURS DE FRUITS"
160;63;"ENTRETIEN DE LA MAISON";1815;669;"POUBELLES";13469;7795;"POUBELLES SALLE DE BAIN"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2568;223;"PRODUIT HYGIENE ET SOLAIRE BB";12104;6316;"NETTOYANT VISAGE / CORPS"
170;90;"FROMAGE STAND";1903;945;"VA PATE DURE";9131;494;"VA HOLLANDE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";2508;16;"PRODUITS DU MONDE";11821;6025;"ITALIE QUOTIDIEN"
158;61;"EPICERIE SALEE FAIT MAISON";1793;633;"HUILES ET VINAIGRES";13094;7389;"VINAIGRES DE CIDRE"
183;188;"FRUITS ET LEGUMES FRAIS";2169;92;"FRUITS ROUGES";11779;4976;"AIRELLES"
157;113;"BIJOUTERIE";1775;83;"BIJOUX HOMME";12218;6431;"COLLIER ARGENT HOMME"
174;125;"CREMERIE";2608;362;"ULTRA FRAIS SANTE";12811;7096;"ULTRA FRAIS BIFIDUS 0%"
223;49;"LIBRAIRIE";1691;486;"LITTERATURE";12536;6755;"LITTERATURE REGIONALE"
136;31;"FEMME MODE";1445;342;"JUPE ET ROBE";6705;3032;"ROBE"
244;89;"EPICERIE SUCREE GOURMANDE";1872;653;"CHOCOLAT SAISONNIER";8931;777;"CONFISERIE DE FETE + JOUET"
198;30;"CUISINE PEM";2325;47;"BARBECUE ET PLANCHA ELECTRIQUE";7301;2147;"BARBECUE SUR TABLE"
171;97;"TRAITEUR LS";1914;933;"APERO RECEPTION";12782;7067;"MISES EN BOUCHE CHAUDES"
219;20;"VINS";2146;65;"BLANCS";8864;895;"BLL BLANCS AOP BOURGOGNE"
155;106;"CUISINE";1750;412;"POELES";12514;6732;"SAUTEUSES GAZ ELEC VITRO"
175;126;"FROMAGE LS";2181;97;"FROMAGE COEUR DE REPAS";12866;7152;"FONDUE"
178;177;"CHARCUTERIE LS";2618;395;"VIANDE ET ROTI CUITS";12900;7186;"AUTRES VIANDE ROTIE TRANCHEE"
179;178;"CHARCUTERIE STAND";2698;713;"VA VIANDE ET ROTI CUITS";13715;8048;"VA AUTRE VIANDE ROTIE"
153;102;"JEUX ET JOUETS";1711;450;"JOUETS 1ER AGE";10204;1692;"EVEIL 3-12 MOIS"
240;80;"BRICOLAGE TRAVAUX";1647;724;"PREPARATION ET REVETEMENT";7699;5944;"PEINTURE FER"
184;900;"SELF-DISCOUNT";2048;920;"SD DROGUERIE";9741;9250;"SD PAPIERS / PLASTIQUES"
173;99;"TRAITEUR STAND";2685;620;"FE PATE FRAICHE/ACCOMPAGNEMENT";13630;7956;"FE PATE FRAICHE SIMPLE"
141;75;"IMAGE";1520;293;"ABONNEMENT";11169;3687;"ABO CABLE"
135;27;"ENFANT MODE";1434;823;"BAIN FILLE";6676;1235;"MAILLOT 1 PIECE"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";11526;4398;"*MP AGNEAU BIO"
137;34;"BEBE LAYETTE";1469;875;"CONFECTION BEBE FILLE";10494;1598;"SWEATSHIRT M.C OU SANS MANCHES"
133;12;"HOMME MODE";1391;232;"JEAN";6524;1140;"JEAN STRAIGHT"
210;40;"POISSONNERIE STAND";2459;835;"CALAMARS ET CEPHALOPODES";9532;3380;"CALAMARS, SEICHE, ENCORNETS.."
156;107;"ECOLIER BUREAU";1761;493;"ARTICLES ECOLIERS";8417;4365;"CISEAUX & CUTTERS"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10364;80;"INCONNUS KS - DROGUERIE PEINTU"
246;96;"HYGIENE";1822;122;"COIFFANTS";13289;7610;"LAQUES"
143;93;"COMMUNICATION";2098;699;"PACK ABONNEMENT";10957;2393;"PACK ABO NON SMARTPH AUTRE OP2"
211;42;"FLEURS ET PLANTES";2043;444;"FLEURS COUPEES";11810;5088;"AUTRES FLEURS COUPEES"
144;104;"GROS ELECTRO";2249;399;"VENTILATEUR";10785;2076;"VENTILATEUR DE TABLE"
172;98;"VOLAILLE";2405;553;"GRILLADES VOLAILLE";11350;3917;"MERGUEZ / SAUCISSE DE VOLAILLE"
197;176;"JEUX VIDEO";1724;900;"LOGICIELS";12653;6932;"JEUX WII U"
148;53;"AUTO MOTO";1670;782;"PRODUITS D'ENTRETIEN AUTO";7843;4306;"ADDITIFS AUTO"
169;219;"PARAPHARMACIE";1897;318;"ENTRETIEN DE SA SILHOUETTE";9104;5377;"COMPLTS NUTRI MINCEUR TX RED."
176;128;"PATISSERIE";1949;465;"DESSERTS";11427;4210;"FLANS"
220;35;"ACTIVITES MANUELLES";2550;185;"PAPIERS";11978;6190;"PAPIER CREPON"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2634;478;"VIENNOISERIE";13176;7474;"BRIOCHE"
199;33;"BEAUTE PEM";2234;539;"AUTRES SOINS CORPS ET VISAGE";10755;2132;"AUTRES SOINS DE LA PERSONNE"
146;218;"MULTIMEDIA";1602;150;"ORDINATEUR PORTABLE";11253;3771;"PORTABLE TACTILE 13-14,9 P"
163;70;"BEAUTE PARFUMERIE";1833;124;"COTONS ET LINGETTES";8768;717;"DISSOLVANTS"
166;115;"ALCOOLS ET BIERES";1852;658;"APERITIFS MODERNES";9928;1406;"APERITIFS MODERNES BIO"
160;63;"ENTRETIEN DE LA MAISON";1813;668;"NETTOYANTS SURFACES";8695;935;"NETTOYANTS VITRES"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2568;223;"PRODUIT HYGIENE ET SOLAIRE BB";12098;6310;"HUILE AMANDE DOUCE"
170;90;"FROMAGE STAND";1903;945;"VA PATE DURE";13539;7865;"VA COMTE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";2508;16;"PRODUITS DU MONDE";11814;6009;"TURQUIE QUOTIDIEN"
158;61;"EPICERIE SALEE FAIT MAISON";1793;633;"HUILES ET VINAIGRES";13095;7390;"VINAIGRES DE VIN"
183;188;"FRUITS ET LEGUMES FRAIS";2489;936;"CELERI/NAVET/PT AU FEU/EPINARD";11703;4782;"EPINARD"
157;113;"BIJOUTERIE";1775;83;"BIJOUX HOMME";8487;1083;"AUTRE BAGUE OR HOMME"
174;125;"CREMERIE";2608;362;"ULTRA FRAIS SANTE";12812;7097;"ULTRA FRAIS LAIT DE BREBIS"
223;49;"LIBRAIRIE";1691;486;"LITTERATURE";12537;6756;"ROMANS EN VO"
231;64;"JARDIN LS";1635;530;"ARROSAGE";7583;9050;"ARROSAGE ENTERRE"
244;89;"EPICERIE SUCREE GOURMANDE";1872;653;"CHOCOLAT SAISONNIER";13179;7477;"CONFISERIE FETE BIO TX PLEIN"
198;30;"CUISINE PEM";2239;611;"PETIT DEJEUNER";11086;3600;"DEPOT VENTE PETIT DEJEUNER"
171;97;"TRAITEUR LS";2606;351;"TRAITEUR DU MONDE";9183;4515;"TRAITEUR AFRO ANTILLAIS"
219;20;"VINS";2146;65;"BLANCS";10173;1754;"BLL BLANCS AOP LANGUEDOC R."
155;106;"CUISINE";1750;412;"POELES";12516;6734;"CREPIERE GAZ ET GAZ ELEC"
175;126;"FROMAGE LS";2181;97;"FROMAGE COEUR DE REPAS";12869;7155;"CHEVRES A CUIRE"
178;177;"CHARCUTERIE LS";2113;738;"CHARCUTERIE DU MONDE";10028;2274;"CHARCUTERIE AUTRE PAYS"
179;178;"CHARCUTERIE STAND";2698;713;"VA VIANDE ET ROTI CUITS";13716;8049;"VA ROTI DE VOLAILLE"
153;102;"JEUX ET JOUETS";2152;43;"SECHE PLEURS";10210;1725;"SECHE PLEURS FILLES"
240;80;"BRICOLAGE TRAVAUX";1647;724;"PREPARATION ET REVETEMENT";7679;5958;"COLLES PAPIER PEINT ET DECO."
184;900;"SELF-DISCOUNT";2051;952;"SD CHARCUTERIE";9768;9277;"SD PATES ET RILLETTES"
173;99;"TRAITEUR STAND";2685;620;"FE PATE FRAICHE/ACCOMPAGNEMENT";13628;7954;"FE POMME DE TERRE"
141;75;"IMAGE";1520;293;"ABONNEMENT";10890;2416;"ABO ADSL"
135;27;"ENFANT MODE";1428;388;"MANTEAU BLOUSON GRANDE FILLE";10620;1038;"BLOUSON/DOUDOUNE GRANDE FILLE"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";9479;9738;"*MP AGNEAU IMPORT"
137;34;"BEBE LAYETTE";1469;875;"CONFECTION BEBE FILLE";10491;1576;"CHEMISE M.C OU SANS MANCHES"
133;12;"HOMME MODE";1391;232;"JEAN";6523;1139;"JEAN REGULAR"
210;40;"POISSONNERIE STAND";2001;926;"ETAL FRUITS DE MER";9520;340;"LANGOUSTINES A CUIRE"
156;107;"ECOLIER BUREAU";1771;495;"ALBUM PHOTOS ET TIMBRES";8478;4967;"ALBUMS PHOTOS AUTOCOLLANTS"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10381;179;"INCONNUS KS - BEAUTE SANTE    "
246;96;"HYGIENE";1822;122;"COIFFANTS";13292;7615;"SPRAY COIFFANT"
143;93;"COMMUNICATION";2098;699;"PACK ABONNEMENT";10926;2339;"PACK ABO SMARTPHONE AUCHAN T"
144;104;"GROS ELECTRO";1563;692;"LAVE LINGE";7248;4684;"LAVE LINGE TOP"
172;98;"VOLAILLE";2410;565;"VOLAILLE ETHNIQUE";11385;3964;"DECOUPE DE VOLAILLE HALAL"
197;176;"JEUX VIDEO";2153;44;"ACCESSOIRES DE JEUX VIDEO";10220;1733;"GUIDES LOGICIEL"
148;53;"AUTO MOTO";1670;782;"PRODUITS D'ENTRETIEN AUTO";7848;6766;"PRODUITS DE DEPANNAGE AUTO"
169;219;"PARAPHARMACIE";1897;318;"ENTRETIEN DE SA SILHOUETTE";13402;7728;"REGIMES ET SUBSTITUTS"
176;128;"PATISSERIE";1949;465;"DESSERTS";11444;4227;"GALETTES INDIVIDUELLES"
220;35;"ACTIVITES MANUELLES";2548;183;"AUTRES ACTIVITES MANUELLES";11970;6182;"ACCESSOIRES POUR PERLES"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2634;478;"VIENNOISERIE";13172;7470;"VIENNOISERIE BIO"
146;218;"MULTIMEDIA";2141;126;"DISQUES DURS";12280;6493;"AUTRES DISQUES DURS"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";8765;713;"SOINS AMINCISSANTS FEMME"
166;115;"ALCOOLS ET BIERES";1852;658;"APERITIFS MODERNES";8832;741;"GINS"
160;63;"ENTRETIEN DE LA MAISON";1813;668;"NETTOYANTS SURFACES";13468;7794;"NETTOYANTS SPECIFIQUES"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2568;223;"PRODUIT HYGIENE ET SOLAIRE BB";12103;6315;"PARFUMANT VISAGE / CORPS"
170;90;"FROMAGE STAND";1903;945;"VA PATE DURE";13544;7870;"VA PATE DURE BIO"
239;74;"EPICERIE SALEE DU QUOTIDIEN";2508;16;"PRODUITS DU MONDE";11823;6031;"GRECE QUOTIDIEN"
158;61;"EPICERIE SALEE FAIT MAISON";1793;633;"HUILES ET VINAIGRES";13091;7386;"HUILE POUR FONDUES"
183;188;"FRUITS ET LEGUMES FRAIS";2489;936;"CELERI/NAVET/PT AU FEU/EPINARD";10276;1950;"NAVET"
157;113;"BIJOUTERIE";1775;83;"BIJOUX HOMME";12220;6433;"PENDENTIF ARGENT HOMME"
174;125;"CREMERIE";2608;362;"ULTRA FRAIS SANTE";12809;7094;"ULTRA FRAIS ANTI CHOLESTEROL"
223;49;"LIBRAIRIE";1692;488;"VIE PRATIQUE LOISIRS";7992;9932;"JEUX ET AUTRES LOISIRS"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";7554;4143;"DECO DU JARDIN"
244;89;"EPICERIE SUCREE GOURMANDE";1872;653;"CHOCOLAT SAISONNIER";8933;272;"SPECIALITES CONF FETE TX RED."
198;30;"CUISINE PEM";2237;584;"FRITEUSE";10765;2232;"FRITEUSE AVEC PEU D'HUILE"
171;97;"TRAITEUR LS";2605;350;"AIDE CULINAIRE TRAITEUR LS";9178;9692;"CREPE, GALETTE A GARNIR"
219;20;"VINS";2146;65;"BLANCS";10180;1761;"BLL BLANCS AOP SUD OUEST"
155;106;"CUISINE";1750;412;"POELES";8320;4008;"POELES GAZ ELEC VITRO"
175;126;"FROMAGE LS";2181;97;"FROMAGE COEUR DE REPAS";12871;7157;"FROMAGE COEUR DE REPAS BIO"
178;177;"CHARCUTERIE LS";2113;738;"CHARCUTERIE DU MONDE";10026;2271;"CHARCUTERIE HALAL"
179;178;"CHARCUTERIE STAND";2695;707;"FE CHARCUTERIE A CUIRE";13694;8024;"FE BOUDIN BLANC"
153;102;"JEUX ET JOUETS";1711;450;"JOUETS 1ER AGE";8076;4501;"PRESCOLAIRE 24 ET PLUS"
240;80;"BRICOLAGE TRAVAUX";1647;724;"PREPARATION ET REVETEMENT";7700;5946;"CREPIS ET FACADE"
184;900;"SELF-DISCOUNT";2046;911;"SD EPICERIE SALEE";9725;9234;"SD DIVERS EPICERIE SALEE"
173;99;"TRAITEUR STAND";2685;620;"FE PATE FRAICHE/ACCOMPAGNEMENT";13629;7955;"FE PATE FRAICHE FARCIE"
141;75;"IMAGE";1520;293;"ABONNEMENT";10891;2417;"ABO TNT"
135;27;"ENFANT MODE";1428;388;"MANTEAU BLOUSON GRANDE FILLE";6656;1122;"COUPE VENT/IMPER GRANDE FILLE"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";11527;4399;"*MP MOUTON"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10439;1509;"BODY MANCHES LONGUES"
133;12;"HOMME MODE";1391;232;"JEAN";10543;543;"JEAN SLIM"
210;40;"POISSONNERIE STAND";2001;926;"ETAL FRUITS DE MER";11670;4748;"HOMARDS A CUIRE"
156;107;"ECOLIER BUREAU";1762;498;"CLASSEMENT ET ORGANISATION";12623;6895;"TABLEAU"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10387;208;"INCONNUS KS - CONSERVES DE LEG"
246;96;"HYGIENE";1822;122;"COIFFANTS";13285;7606;"CIRE COIFFANTE"
143;93;"COMMUNICATION";2098;699;"PACK ABONNEMENT";10922;2345;"PACK ABO SMARTPHONE VIRGIN"
144;104;"GROS ELECTRO";1563;692;"LAVE LINGE";7245;4679;"LAVE LINGE PLUS DE 9KG"
172;98;"VOLAILLE";2410;565;"VOLAILLE ETHNIQUE";11380;3958;"AUTRE VOLAILLE HALAL"
197;176;"JEUX VIDEO";2153;44;"ACCESSOIRES DE JEUX VIDEO";12647;6925;"PACKS"
148;53;"AUTO MOTO";1671;783;"HUILES";7850;5329;"HUILES AUTO ESSENCE"
169;219;"PARAPHARMACIE";1898;319;"HYGIENE AUTRE";13404;7730;"HYGIENE NASALE"
176;128;"PATISSERIE";1949;465;"DESSERTS";11443;4226;"BUCHETTES"
220;35;"ACTIVITES MANUELLES";2548;183;"AUTRES ACTIVITES MANUELLES";11967;6179;"MAIS"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2634;478;"VIENNOISERIE";13174;7472;"AUTRES PETITES VIENNOISERIES"
146;218;"MULTIMEDIA";1620;775;"ORDINATEUR FIXE";11023;2041;"ALL IN ONE TACTILE"
163;70;"BEAUTE PARFUMERIE";2725;923;"SOINS VISAGE FEMME";13280;7601;"EXFOLIANT GOMMAGE MASQUE"
166;115;"ALCOOLS ET BIERES";1852;658;"APERITIFS MODERNES";8840;1142;"TEQUILAS"
160;63;"ENTRETIEN DE LA MAISON";1813;668;"NETTOYANTS SURFACES";8697;995;"NETTOYANTS MULTI SURFACES"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2568;223;"PRODUIT HYGIENE ET SOLAIRE BB";9917;1399;"EOSINE"
170;90;"FROMAGE STAND";1903;945;"VA PATE DURE";13541;7867;"VA CANTAL ET ASSIMILES"
239;74;"EPICERIE SALEE DU QUOTIDIEN";2508;16;"PRODUITS DU MONDE";11822;6029;"HALAL QUOTIDIEN"
158;61;"EPICERIE SALEE FAIT MAISON";1793;633;"HUILES ET VINAIGRES";13096;7391;"VINAIGRES DE XERES"
183;188;"FRUITS ET LEGUMES FRAIS";2489;936;"CELERI/NAVET/PT AU FEU/EPINARD";10277;1959;"AUTRES FANES"
157;113;"BIJOUTERIE";1775;83;"BIJOUX HOMME";12214;6427;"BAGUE NON PRECIEUX HOMME"
174;125;"CREMERIE";2608;362;"ULTRA FRAIS SANTE";9341;85;"ULTRA FRAIS BIFIDUS"
223;49;"LIBRAIRIE";2730;976;"LIVRES DEGRIFFES";12522;6740;"BD DEGRIFFEES"
231;64;"JARDIN LS";1635;530;"ARROSAGE";7576;5209;"RACCORDS"
244;89;"EPICERIE SUCREE GOURMANDE";1872;653;"CHOCOLAT SAISONNIER";10000;1445;"ASSORTIMENT CONF FETE TX PLEIN"
198;30;"CUISINE PEM";2239;611;"PETIT DEJEUNER";10769;2307;"AUTRE APPAREIL PETIT DEJEUNER"
171;97;"TRAITEUR LS";2601;345;"ENTREE TRAITEUR LS";12729;7014;"ENTREE FROIDE EN GELEE"
219;20;"VINS";2146;65;"BLANCS";13053;7346;"BLL BLANCS AOP BIO"
155;106;"CUISINE";1750;412;"POELES";8319;4007;"POELES GAZ ET GAZ ELEC"
175;126;"FROMAGE LS";2181;97;"FROMAGE COEUR DE REPAS";9356;468;"RACLETTE"
178;177;"CHARCUTERIE LS";2113;738;"CHARCUTERIE DU MONDE";10027;2272;"CHARCUTERIE CASHER"
179;178;"CHARCUTERIE STAND";2695;707;"FE CHARCUTERIE A CUIRE";13689;8016;"FE JAMBON A RECHAUFFER"
153;102;"JEUX ET JOUETS";1714;457;"JOUETS GARCONS";8107;4556;"CIRCUITS ELECTRIQUES ET TRAINS"
240;80;"BRICOLAGE TRAVAUX";1647;724;"PREPARATION ET REVETEMENT";7697;5940;"SOUS COUCHE"
184;900;"SELF-DISCOUNT";2046;911;"SD EPICERIE SALEE";9721;9230;"SD SEL POIVRE EPICES"
173;99;"TRAITEUR STAND";2685;620;"FE PATE FRAICHE/ACCOMPAGNEMENT";13624;7950;"FE SAUCE"
141;75;"IMAGE";1520;293;"ABONNEMENT";7013;4554;"ABO FIBRE"
135;27;"ENFANT MODE";2578;262;"BAIN GARCON";6677;1236;"SLIP BAIN GARCON"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";9478;9707;"*MP AGNEAU LAIT"
137;34;"BEBE LAYETTE";1469;875;"CONFECTION BEBE FILLE";10501;1611;"JUPE"
133;12;"HOMME MODE";2201;14;"GRANDE TAILLE";6538;1232;"CHEMISE GRANDE TAILLE"
210;40;"POISSONNERIE STAND";2001;926;"ETAL FRUITS DE MER";11673;4751;"LANGOUSTES CUITES"
156;107;"ECOLIER BUREAU";2597;324;"PAPETERIE";8408;4921;"CAHIERS ADULTE"
